student_id,name,department,year,phone,email,address,has_car,preferred_role,schedule_flexibility,rating
62891946,Shalv Chaudhuri,Civil,3,5665107929,ayeshaandra@example.com,"54/36
Iyer Path, Varanasi-725890",True,Driver,5,3.9
28585094,Tejas Tandon,Civil,1,2045621510,tarinikata@example.net,"35/38
Bava
Machilipatnam 410037",True,Both,5,3.0
28054421,Vaibhav Anand,Civil,3,+911978756672,myra96@example.net,"H.No. 91
Vig Path, Anantapuram-206520",False,Driver,5,4.5
67266891,Indranil Master,Civil,1,+911483193431,tatajayant@example.com,"05/91, Chawla Nagar, Ongole 161408",True,Passenger,1,3.7
55229232,Kimaya Krishnan,Civil,4,+918293486369,lakshaywali@example.org,"35/45, Chawla Road
Hapur-761186",False,Driver,4,4.4
80675562,Tara Agarwal,Civil,3,01717014086,qkumar@example.org,"495, Master Street
Guntakal-332886",True,Driver,1,4.8
70915588,Himmat Lanka,Electrical,3,09222656421,kimaya65@example.net,"10/37
Sami Zila, Bhagalpur 514421",False,Both,3,3.7
88106999,Taimur Doshi,Electronics,4,+915278240295,karpesamaira@example.org,"H.No. 752, Chopra Road
Ajmer 563054",False,Both,2,4.3
23127543,Anahi Vohra,Civil,1,3216247558,myra39@example.com,"12, Chana Road, Hapur 660077",False,Driver,4,3.2
33096001,Dharmajan Kar,Computer Science,4,6779227127,farhan80@example.org,"78/923
Shan Street
Giridih 661508",False,Both,3,3.1
36244285,Uthkarsh Rau,Chemical,4,7836125924,kabirchowdhury@example.org,"36/149
Buch Marg, Bokaro 020457",True,Driver,1,3.6
63351213,Jayesh Gandhi,Electronics,4,1469057421,routmadhav@example.com,"H.No. 47, Bhatnagar
Raurkela Industrial Township 652410",True,Both,3,4.8
72930733,Shaan Bedi,Mechanical,1,4191584510,fshenoy@example.net,"74
Jayaraman Circle, Udupi-879119",True,Both,1,3.3
67726603,Piya Khurana,Chemical,1,07177372912,darakanav@example.com,"88/355, Chana Street
Kolhapur 783801",True,Both,2,3.4
17609183,Gokul Date,Mechanical,1,5994432366,deoakarsh@example.org,"28/85
Brahmbhatt Chowk, Nandyal-113016",True,Both,2,3.1
11338964,Inaaya  Salvi,Electronics,2,+913073275132,gatik00@example.org,"H.No. 57, Rattan Zila, Jammu-277726",False,Both,3,3.9
3743977,Vritika Sami,Electronics,2,+911257929660,shamik01@example.org,"H.No. 603, Shroff Nagar, Bilaspur-154901",True,Passenger,1,3.5
22773444,Hansh Tandon,Chemical,2,02298715243,miraanseth@example.com,"H.No. 65
Karnik Circle
Gandhidham-399046",False,Driver,2,3.2
85734901,Lavanya Thaman,Civil,4,+911155447977,kashyapmehul@example.net,"H.No. 10, Manda Nagar, Muzaffarpur 512378",True,Driver,3,3.5
56270663,Kanav Kalla,Civil,4,2262129018,qkrishnan@example.org,"22/88, Chawla Path, Chennai 452519",False,Driver,5,3.1
83151112,Arhaan Dara,Mechanical,4,1558886121,sridharvritika@example.com,"59/254, Rout, Thiruvananthapuram 857464",False,Passenger,4,4.0
18416569,Kavya Sekhon,Mechanical,1,03168895503,pbarad@example.com,"H.No. 92
Sarkar Ganj, Giridih-745293",True,Passenger,3,3.3
87511895,Taran Sanghvi,Electrical,3,07300562114,tara99@example.net,"H.No. 826, Bera Street, Baranagar-025400",False,Passenger,5,3.6
71030773,Lavanya Bhattacharyya,Electronics,4,02353948318,rohandhawan@example.net,"28
Balay Path, Tiruvottiyur 270894",False,Driver,3,4.7
85977377,Dharmajan Sachdev,Electrical,4,07619241178,raghavchokshi@example.org,"08, Kala Nagar, Orai 042436",False,Both,4,3.1
3708085,Sumer Sachdev,Civil,2,02140106756,shanela@example.com,"80, Chakrabarti Nagar, Gwalior 069929",False,Driver,5,3.8
63581376,Samiha Raval,Electronics,1,+910046371454,zainadani@example.com,"672
Banerjee Ganj
Panvel 610131",True,Both,2,4.4
7137485,Mahika Dhillon,Computer Science,3,03177389660,azad47@example.org,"08/813, Keer Street, Bally-687310",False,Driver,1,4.1
37475169,Manjari Bedi,Computer Science,2,+918219644635,qswamy@example.net,"68/049, Bawa
Vijayawada 469882",True,Driver,1,3.1
35429155,Nehmat Kari,Civil,2,06982202471,sumershenoy@example.org,"H.No. 73, Doctor Zila
Thrissur-204241",False,Both,4,3.5
10962715,Yashvi Upadhyay,Civil,4,07120807706,riya90@example.org,"742
Goswami Street, Khandwa 107027",True,Driver,1,3.0
80428384,Nitya Bhakta,Electrical,4,+919041550290,sarafanahi@example.net,"H.No. 56
Datta Chowk, Phagwara 138538",False,Both,3,3.8
23776146,Dharmajan Agarwal,Electrical,3,00171595698,prishasama@example.com,"95/933, Saini Nagar, Srinagar 998641",False,Driver,4,3.1
57839550,Fateh Kara,Computer Science,1,7093050367,vedikasehgal@example.com,"552
Sankaran Chowk
Danapur-045636",False,Both,3,4.9
61397899,Samarth Walia,Mechanical,1,00208863433,zsamra@example.com,"88/049
Sandhu Street
Panihati 786119",True,Both,5,4.0
36866331,Shlok Babu,Civil,1,00295384375,mwalia@example.net,"180, Hans Ganj, Panvel 391513",True,Passenger,4,4.5
59922729,Sana Bali,Chemical,2,+913927308208,piya72@example.com,"49/30
Sarin Nagar, Pune-548588",False,Passenger,1,4.6
38537209,Kaira Mani,Computer Science,1,08523042272,yramachandran@example.net,"H.No. 11, Bera Path, Nashik-407779",True,Driver,1,3.1
71597808,Faiyaz Dugal,Electronics,3,+910688657259,lavanyachand@example.net,"H.No. 078, Tata Zila
Udupi 903404",False,Passenger,4,3.6
73217897,Sara Ravi,Electrical,3,03216304777,rajagopalamira@example.org,"H.No. 147
Rege Chowk
Gulbarga 127344",False,Driver,2,4.8
4349625,Riya Ramakrishnan,Computer Science,4,+916728379282,kallaadvik@example.com,"H.No. 06, Sethi Nagar
Ichalkaranji-598939",True,Both,3,4.8
71978742,Jhanvi Sankar,Mechanical,4,08800118781,aarna10@example.org,"495
Dhingra Circle
North Dumdum-351667",False,Driver,5,4.4
52057659,Ivana Lalla,Mechanical,1,06692230352,subramaniantushar@example.com,"84, Kala Zila
Amritsar 296613",True,Both,3,4.5
74188957,Vritika D’Alia,Electronics,4,5767937827,riyavarghese@example.org,"H.No. 45, Lad Chowk, Bikaner-896232",True,Both,1,3.1
254751,Jhanvi Loyal,Mechanical,2,6167383638,sehgaltaran@example.net,"94/49
Doshi Street
Guntakal-932339",False,Both,5,4.8
90969564,Oorja Chaudhry,Computer Science,2,1790505211,lgour@example.org,"21/78, Kade Nagar, Kalyan-Dombivli-469309",False,Driver,4,3.3
46628399,Krish Ghosh,Mechanical,1,+914568049602,shlokseshadri@example.com,"26
Rajagopal Path, Bharatpur-212069",False,Driver,5,4.4
25813868,Yasmin Badal,Chemical,4,7138325046,vivaansarkar@example.net,"34/565, Dutt Ganj
Bhimavaram-372622",True,Passenger,1,3.4
10598908,Madhup Sule,Electrical,3,+917654977259,neysamadan@example.com,"41/954
Sethi Chowk
Asansol 209048",True,Driver,5,4.6
25063096,Taimur Krishna,Electrical,4,1743615249,tkrishnan@example.org,"86/71, Ratti Circle, Moradabad 640454",True,Driver,4,3.9
16778083,Mehul Dhingra,Electrical,2,0913423457,sethrati@example.org,"80/75, Sama Zila, Loni 946438",False,Passenger,5,4.6
75750285,Nehmat Kadakia,Chemical,4,+919254682761,zeeshan46@example.net,"412
Chanda Road, Bidhannagar-425432",False,Both,2,4.0
67509466,Vanya Divan,Mechanical,4,1375071635,divij22@example.com,"H.No. 51, Deo
Surat 286011",False,Passenger,4,3.8
60220729,Tejas Sawhney,Mechanical,3,+915744976895,rborde@example.net,"H.No. 52
Bassi Street
Ramgarh-584072",True,Both,3,3.9
86636182,Sumer Sastry,Mechanical,3,08818350946,aissac@example.org,"H.No. 852
Jani Nagar
Baranagar 272269",False,Driver,4,3.2
51688974,Sahil Raman,Computer Science,2,01307371747,osuresh@example.org,"05/66
Kaur Zila, Bellary 047800",True,Driver,4,3.7
55448646,Shray Sen,Computer Science,4,+911417128334,qthaman@example.com,"613, Sahota Street, Farrukhabad-869788",True,Both,3,4.6
25748356,Nehmat Khanna,Mechanical,2,+915705175030,nakul16@example.org,"60/633
Arya Nagar
Thoothukudi 737166",True,Driver,1,3.1
10462335,Zara Datta,Electronics,4,+917498271788,zsubramanian@example.net,"63/33
Seshadri Nagar, Nadiad-480719",True,Both,2,4.8
83795145,Sara Bose,Chemical,1,00744691487,sarmaivana@example.org,"75/694, Sami
Bharatpur-987865",False,Both,4,4.0
94034067,Khushi Ganesan,Computer Science,2,02370624405,urvigandhi@example.net,"18/303
Bhakta Road
Aurangabad-225662",False,Both,5,3.5
60571113,Zain Borra,Electronics,2,03804856858,rajdamini@example.net,"731, Sastry, Sonipat-136922",False,Passenger,2,4.4
30123717,Ritvik Lall,Civil,4,+919340525974,ramanamani@example.net,"10
Guha Circle
Kochi-673797",False,Driver,2,4.5
71456930,Sumer Bava,Chemical,3,+919393149671,divij46@example.org,"43, Bhasin Circle
Warangal 195327",True,Both,1,3.8
11836619,Mamooty D’Alia,Chemical,3,+911942746228,shenoyzoya@example.org,"42/321, Bala Ganj, Rampur 553927",False,Passenger,4,4.3
4895699,Shlok Dora,Chemical,1,09983818819,yasminluthra@example.org,"H.No. 69
Shanker Chowk
Dhanbad-628664",False,Passenger,3,3.4
45387977,Ojas Koshy,Computer Science,3,00620983541,raghavsarraf@example.net,"71/72, Tak Road, Patiala 368344",False,Passenger,2,3.7
84582586,Romil Goel,Computer Science,2,9020337858,aarna62@example.com,"H.No. 722
Atwal Ganj, Narasaraopet-807665",True,Passenger,4,3.0
28814287,Hunar Savant,Computer Science,3,+918080678407,tdugal@example.org,"07/767, Baria Zila
Ahmedabad-680269",False,Driver,1,4.0
37012343,Dhanush Lal,Civil,1,+914023975596,qkurian@example.com,"644
Sankaran Path
Jorhat 391573",True,Driver,1,3.5
84811780,Neysa Aggarwal,Civil,2,1160850079,iravarughese@example.org,"19/05
Datta Zila, Rampur-401364",False,Both,1,3.8
70272948,Alisha Shere,Civil,1,06541819215,tsibal@example.net,"20/84, Kara Nagar, Bidhannagar 995894",False,Driver,1,4.4
97147222,Drishya Loke,Computer Science,4,7677636404,saira96@example.net,"H.No. 370
Saini Zila
Jaipur-437897",True,Both,3,4.9
26965604,Lagan Kuruvilla,Electronics,4,1327382801,vboase@example.com,"H.No. 579, Sanghvi Street, Thanjavur-244059",True,Both,3,3.0
9004630,Yasmin Tak,Chemical,4,5517452081,ranbirshetty@example.net,"66/206
Soni Circle, Suryapet-095108",True,Passenger,5,3.6
89498423,Renee Atwal,Computer Science,3,8808560310,aayushsubramaniam@example.net,"H.No. 45
Gala Ganj
Vasai-Virar 841902",False,Driver,3,4.8
15111827,Anaya Raval,Electronics,3,+914993702459,jdatta@example.com,"613, Sahni Street
Thanjavur-079798",True,Driver,1,3.2
46803827,Anay Bakshi,Electronics,1,+914061368767,dubeykavya@example.org,"053
Soni Path, Shivpuri 561007",False,Passenger,1,3.2
60010262,Eva Lata,Electronics,3,09714827377,rgoswami@example.net,"21/72, Samra Road
Ramgarh 868423",False,Both,3,3.7
50177478,Kimaya Hari,Computer Science,2,7296789946,ukohli@example.org,"07/78, Mall Zila, Tinsukia 033595",False,Driver,2,3.1
83063524,Taimur Bajwa,Electronics,1,01948245280,lavanya44@example.org,"H.No. 060
Barad Nagar
Vadodara-014599",True,Passenger,4,4.1
42041085,Anika Thaman,Chemical,2,05115142123,jhans@example.org,"19/132
Karpe Ganj
Pune-569458",True,Both,4,4.4
77833506,Bhamini Dey,Electrical,4,+916646553330,vvarkey@example.com,"98
Rajan Nagar, Dindigul-143946",False,Driver,1,4.8
2343950,Sumer Mand,Chemical,2,02992699386,azaddar@example.net,"H.No. 61, Khosla Path, Jaunpur 172581",True,Passenger,5,3.1
89489721,Nayantara Walla,Chemical,4,6451758971,koshytejas@example.net,"717
Raj Street
Etawah-237073",True,Driver,3,3.7
8444353,Riaan Chokshi,Computer Science,1,00231834291,ikaul@example.com,"04/546
Ramesh, Malda-463350",True,Both,4,3.4
30462337,Hansh Reddy,Chemical,2,+916902610401,indranstripathi@example.net,"14, Choudhary Chowk
Mysore-067372",False,Passenger,1,4.1
56568324,Hunar Sami,Electrical,1,+913003461501,cshah@example.org,"H.No. 738, Chauhan Street, Latur 485534",True,Passenger,2,4.8
73307519,Darshit Bains,Chemical,1,3266486209,madhav93@example.com,"H.No. 059, Chopra Nagar
Motihari-574430",True,Both,1,4.6
16049641,Kiaan Char,Chemical,2,+912673016191,kdalal@example.net,"97
Jain Circle
Tenali-301594",False,Both,5,4.1
99974792,Yuvraj  Kant,Civil,3,02009982443,swaminathandhanuk@example.net,"191
Jaggi Marg, Sri Ganganagar-915745",False,Driver,2,4.6
72980003,Miraya Butala,Computer Science,4,+916889572957,chauhannehmat@example.org,"16/739
Mannan Path
Vadodara-678942",False,Driver,5,3.4
27822861,Arnav Ramachandran,Civil,1,04487783917,msane@example.com,"04/24, Keer Path
Kumbakonam-970607",True,Passenger,3,3.1
37610425,Suhana Rout,Electrical,4,8515212969,anvi29@example.org,"61/90
Virk Road, Sambhal-679321",True,Both,2,3.8
83434463,Uthkarsh Ahuja,Chemical,1,+919551327542,gabashayak@example.com,"H.No. 778, Chad Chowk
Siliguri 540583",False,Passenger,5,3.6
96540402,Kashvi Keer,Computer Science,1,1597318085,mahika10@example.org,"11, Boase Chowk
Erode 545019",True,Both,4,4.3
38032229,Hazel Swamy,Chemical,1,1957471760,anaya08@example.org,"441
Golla Chowk
Anantapuram-678800",True,Passenger,3,5.0
80863090,Suhana Bhalla,Computer Science,4,9481255112,ela80@example.com,"H.No. 672, Agarwal Marg, Ujjain-218747",False,Both,5,4.1
26693521,Aniruddh Loyal,Chemical,2,8170876582,karizoya@example.com,"H.No. 61
Batta Path
Naihati 062015",True,Both,3,4.7
30814848,Sahil Khurana,Mechanical,1,02726524660,khushidhingra@example.com,"29/319
Keer Path, Phusro 368317",True,Driver,4,3.7
71937078,Manjari Mahal,Computer Science,1,6769458674,manjari52@example.com,"90/25
Khosla Street, Kottayam 097414",True,Passenger,5,4.0
64001803,Yasmin Sur,Electronics,4,8580233903,mchauhan@example.net,"64
Bassi Circle, Srinagar 325519",True,Both,5,4.6
56883900,Chirag Warrior,Computer Science,2,08548764728,fbadal@example.net,"H.No. 176
Mander Path, Bhusawal 291128",False,Driver,4,4.9
66394027,Sana Thaman,Chemical,2,02937667587,hunar14@example.com,"768, Sarraf, Kavali 448112",False,Driver,1,4.8
58737000,Vidur Sura,Mechanical,1,3853932212,madhav29@example.net,"87/32
Banerjee Path, Ajmer-181879",False,Passenger,2,4.3
8124615,Ojas Bassi,Electrical,3,06216746712,yasmin71@example.org,"451
Sani Circle, Gandhinagar-979243",False,Driver,5,3.3
96151059,Arhaan Lal,Electronics,3,+913298021905,wallavihaan@example.net,"H.No. 92, Mandal Street, Rewa-331488",False,Both,2,4.7
83374564,Nitara Krishnan,Electronics,2,5188129597,anvisaran@example.org,"096
Grewal Zila, Imphal 956675",True,Driver,1,3.6
67000351,Fateh Bail,Computer Science,3,01749077252,viyer@example.net,"25
Madan, Chapra 974830",False,Passenger,2,3.9
53734764,Diya Ratti,Chemical,4,07167313427,aayushsastry@example.org,"H.No. 553, Jain Ganj, Nashik-982965",True,Driver,1,4.4
97267198,Ira Wadhwa,Electrical,3,+915018066613,tiwariadira@example.com,"05
Raja Circle, Raurkela Industrial Township-694490",True,Driver,4,4.3
35431053,Armaan Hans,Electronics,2,00722296471,sagarnitya@example.net,"857, Chopra Street, Kulti 996036",True,Driver,1,5.0
79392444,Aayush Rau,Computer Science,1,02020784333,oorjaranganathan@example.com,"547, Deep
Shimoga 597676",False,Passenger,5,4.1
2463802,Ojas Viswanathan,Computer Science,2,+919889019427,dhruv48@example.net,"34, Manne Street, Jalna 383059",True,Both,4,4.2
26105691,Taran Kala,Computer Science,4,09466784293,ela00@example.net,"89
Sheth Path
Chandrapur-950104",True,Both,2,3.2
66946837,Tanya Mahal,Chemical,1,6314494774,vanyakumer@example.com,"H.No. 149, Chadha Path, Hazaribagh-420643",True,Passenger,3,3.0
44830139,Raunak Kothari,Chemical,3,8710108384,xjha@example.com,"11/99, Kohli Nagar, Bhopal-065718",True,Driver,4,4.4
99365840,Seher Madan,Electrical,2,8666878097,piyakar@example.net,"H.No. 893, Madan, Visakhapatnam 722290",False,Passenger,3,4.5
59304577,Ayesha Srivastava,Electronics,4,6556590360,ahana-69@example.net,"98
Bhandari Path
Katihar-617624",False,Driver,3,4.2
82465335,Hridaan Dube,Chemical,3,08729892005,obose@example.net,"083, Zachariah Street, Dehri 919770",False,Driver,4,3.3
37775074,Saksham Bhalla,Computer Science,2,+911490686140,gdin@example.org,"919, Dani Nagar, Hubli–Dharwad 284444",True,Both,5,4.2
36865392,Urvi Krishnan,Chemical,2,03268978333,lghose@example.com,"68/33
Gade Nagar
Nagpur-488250",True,Both,3,4.0
26434831,Samaira Malhotra,Mechanical,2,3067393493,trandhawa@example.com,"43/84, Vasa Marg, Kadapa 385702",True,Passenger,3,4.8
10252391,Yashvi Walla,Electrical,4,02854630259,suraakarsh@example.org,"11, Kade Circle, Machilipatnam 274536",False,Passenger,5,3.7
78826368,Neysa Bora,Computer Science,2,+910668704945,solankiakarsh@example.org,"H.No. 32, Date Chowk, Bikaner 733610",False,Both,2,3.3
56255410,Sara Kurian,Chemical,3,+913621398188,veer76@example.com,"506
Balay, Proddatur-995121",True,Driver,3,4.0
85394430,Lagan Jayaraman,Electronics,4,4798560212,aainarana@example.net,"407
Bhatia Ganj
Pimpri-Chinchwad-692312",True,Both,2,4.8
68931442,Dhanush Ganesan,Civil,1,+916836314059,lavanya03@example.net,"50/86
Manne Ganj
Bidhannagar 436982",False,Both,1,4.5
39023047,Renee Bhargava,Electronics,4,6476047312,hbalakrishnan@example.org,"H.No. 766, Hari Path, Nellore-980165",True,Passenger,4,3.9
26606487,Sana Venkatesh,Computer Science,3,6408065724,umang34@example.org,"36
Lad Ganj
Dehradun 537518",True,Passenger,2,4.0
50460292,Umang Chaudhari,Electronics,4,7313380996,aniruddh34@example.net,"08
Balay Street
Gorakhpur 970047",False,Driver,2,3.6
96145401,Divyansh Rao,Mechanical,4,5307515093,ojhaveri@example.net,"17/568
Chakraborty Street
Bijapur-786214",False,Driver,5,3.0
18727561,Aaina Kar,Electronics,4,09082478699,raniathaker@example.org,"43
Barman Nagar, Raebareli 506741",True,Passenger,4,3.4
96031597,Tiya Sunder,Electrical,1,01916212567,thakeraarav@example.org,"H.No. 353
Sankar Nagar
Gandhidham 479323",False,Driver,1,4.4
93797501,Siya Koshy,Chemical,3,5254875206,rajakismat@example.net,"10
Sagar Circle
Pimpri-Chinchwad 347443",True,Driver,1,4.6
11023448,Khushi Varughese,Civil,3,+916807926635,gokulbalakrishnan@example.net,"43/494, Sarin Road
Morena 047647",True,Passenger,4,4.9
74436050,Kartik Dara,Civil,3,09698962309,ikonda@example.net,"15/77
Dasgupta Path, Agra 601538",True,Both,4,3.6
